variant,seed,mask_seed,missing_mode,position,span_fraction,n,infeasible_n,naturally_absent_n,support_negative,support_neutral,support_positive,mean_removed_steps_per_target_modality,actual_removed_observation_rate,actual_span_fraction,unique_mask_realizations_mean,one_feasible_start_n,accuracy,macro_f1,mae,pearson_r,delta_mae,delta_macro_f1
M1,2026,5104,audio+vision,middle,0.15,695,33,15,199,174,322,3.5345323741007193,0.1528662356019866,0.15107957931924487,3.6158273381294963,10,0.5856115107913669,0.5498485684094144,0.6177598286018097,0.619580766476461,-0.0032770906420921397,0.007535709571763971
M1,2026,5104,audio+vision,middle,0.35,700,28,15,202,174,324,8.247142857142856,0.35231384254699355,0.35117329220756244,3.6142857142857143,8,0.5857142857142857,0.544969499726239,0.6147241182838168,0.6354016747085325,-0.006510532115186929,0.003911991473124932
M1,2026,5104,audio+vision,middle,0.55,698,30,15,202,174,322,12.89541547277937,0.5488906707901522,0.5503155263821218,3.6361031518624642,11,0.5902578796561605,0.5437939417832972,0.606704173123939,0.6393179217044557,-0.016168130161427485,0.0033258204802224522
M1,2026,5104,audio+vision,late,0.15,692,36,15,199,173,320,3.5397398843930636,0.1535364483289979,0.1516506529271782,3.5,7,0.5751445086705202,0.5385097581749118,0.6195289564528906,0.6184942073627279,-0.0011612461567613863,-0.002350064775848426
M1,2026,5104,audio+vision,late,0.35,699,29,15,200,175,324,8.234620886981402,0.3517531470206709,0.351272858380252,2.9785407725321886,18,0.5836909871244635,0.5422489269861814,0.6173312382210308,0.6253830965102262,-0.0041909090353865475,0.0008908684346340401
M1,2026,5104,audio+vision,late,0.55,699,29,15,200,175,324,12.88555078683834,0.5497764658880107,0.5502762229921914,1.8454935622317596,194,0.6022889842632332,0.5583636316996485,0.6059349151554708,0.6399657958087938,-0.01604205702507444,0.01796728816569859
M1,2026,5104,text+audio+vision,early,0.15,695,33,15,201,174,320,3.543884892086331,0.1529106377544902,0.15162910284899678,3.479136690647482,9,0.5597122302158274,0.5272328591027227,0.6259734540963344,0.6016558793362746,0.0048170952917002685,-0.012757690477618655
M1,2026,5104,text+audio+vision,early,0.35,696,32,15,200,174,322,8.299808429118775,0.35280806952984967,0.3514217322550645,2.9123563218390807,24,0.5574712643678161,0.5140892853887706,0.65818359893372,0.5477058609038946,0.037941169657412566,-0.027355834345269114
M1,2026,5104,text+audio+vision,early,0.55,691,37,15,199,172,320,13.062228654124457,0.5504322997434614,0.5496021750273932,1.683068017366136,266,0.5383502170767004,0.49183802964902923,0.6771388938043984,0.5067604640726318,0.05645157109983756,-0.05241520403792521
M1,2026,5104,text+audio+vision,middle,0.15,695,33,15,199,174,322,3.54484412470024,0.15212709385891499,0.15107957931924487,3.579856115107914,10,0.5755395683453237,0.5400114837931507,0.6295269590273178,0.5968756443269776,0.008490039783416004,-0.002301375044499787
M1,2026,5104,text+audio+vision,middle,0.35,700,28,15,202,174,324,8.282857142857143,0.35207620773465137,0.35117329220756244,3.6342857142857143,8,0.5757142857142857,0.5337561745898086,0.6379689347531114,0.573261565309264,0.01673428435410773,-0.0073013336633054315
M1,2026,5104,text+audio+vision,middle,0.55,698,30,15,202,174,322,12.962273161413563,0.5499534290420733,0.5503155263821218,3.650429799426934,11,0.5358166189111748,0.48867046035941764,0.6726990630556656,0.5264684357143455,0.049826759770299156,-0.05179766094365712
M1,2026,5104,text+audio+vision,late,0.15,692,36,15,199,173,320,3.5491329479768785,0.1529245279571273,0.1516506529271782,3.4696531791907512,7,0.5375722543352601,0.5021568503596728,0.6417547562778685,0.5780936205891828,0.021064553668216468,-0.03870297259108735
M1,2026,5104,text+audio+vision,late,0.35,699,29,15,200,175,324,8.281354315689079,0.35126330985200244,0.351272858380252,3.0028612303290414,18,0.5364806866952789,0.4995609968086142,0.6449193936773977,0.5663636897833063,0.0233972464209804,-0.041797061742933184
M1,2026,5104,text+audio+vision,late,0.55,699,29,15,200,175,324,12.955650929899857,0.5495600058737405,0.5502762229921914,1.849785407725322,194,0.5379113018597997,0.4989483595397698,0.6691608386958958,0.4920357585851777,0.04718386651535056,-0.04144798399418015
M1,2026,5105,text,early,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.5331491712707184,6,0.5497237569060773,0.5110196847443963,0.641008298267811,0.5869314286343379,0.024102843330545354,-0.031652869163164565
M1,2026,5105,text,early,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.8853591160220993,22,0.5262430939226519,0.496749863277973,0.6649229899666257,0.5284907168572682,0.048017535029360014,-0.04592269062958787
M1,2026,5105,text,early,0.55,720,8,0,205,179,336,13.079166666666667,0.5495421643079805,0.5495421643079805,1.6833333333333333,277,0.5361111111111111,0.5027874254502042,0.6873667962228258,0.4779650659098252,0.07059236659357937,-0.04194633633782119
M1,2026,5105,text,middle,0.15,723,5,0,206,181,336,3.5504840940525586,0.15125755480449682,0.15125755480449682,3.5933609958506225,9,0.5726141078838174,0.5362886989553657,0.6356872098203517,0.5825179965725011,0.01801357404902104,-0.00610272275616941
M1,2026,5105,text,middle,0.35,723,5,0,206,181,336,8.329183955739973,0.35132216296592456,0.35132216296592456,3.659751037344398,4,0.5643153526970954,0.5344149886522769,0.6443021249020907,0.5630735864163735,0.026628489130760102,-0.007976433059258214
M1,2026,5105,text,middle,0.55,723,5,0,206,181,336,13.034578146611342,0.5502586790711101,0.5502586790711101,3.680497925311203,10,0.49930843706777317,0.4710159433102713,0.7085226416216847,0.44192674287896117,0.09084900585035405,-0.07137547840126379
M1,2026,5105,text,late,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.546961325966851,6,0.5414364640883977,0.5087313612313612,0.6384722184780882,0.5772730697330296,0.021566763540822542,-0.03394119267619966
M1,2026,5105,text,late,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.9917127071823204,11,0.5165745856353591,0.48541820909548483,0.6721241662062664,0.5169022553986574,0.055218711269000686,-0.05725434481207603
M1,2026,5105,text,late,0.55,724,4,0,206,181,337,13.017955801104973,0.5501892610060948,0.5501892610060948,1.830110497237569,201,0.4889502762430939,0.46469622331691296,0.706170742621244,0.4252948253548645,0.08926528768397834,-0.0779763305906479
M1,2026,5105,audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.4398340248962658,6,0.5878284923928078,0.5550005896501318,0.6131818417774032,0.621391878495754,-0.004576871050508857,0.013411831671727659
M1,2026,5105,audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.9156293222683263,22,0.5975103734439834,0.5638983229350918,0.6077537415433226,0.6286640269409118,-0.010004971284589437,0.022309564956687677
M1,2026,5105,audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.7023643949930458,277,0.5938803894297635,0.558026564107978,0.6053829634554363,0.6356516628462876,-0.012249288746312481,0.01438008712816774
M1,2026,5105,audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.1512650675766175,0.1512650675766175,3.6315789473684212,9,0.5831024930747922,0.5475732698682028,0.6149159506417378,0.6232728168011311,-0.0036131887802456353,0.006265644085824418
M1,2026,5105,audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.660664819944598,4,0.5872576177285319,0.5530287133214423,0.614420211835251,0.6299900238647078,-0.004108927586732425,0.011721087539063979
M1,2026,5105,audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.662049861495845,10,0.5997229916897507,0.563656598994512,0.5987799331091778,0.6453266772930223,-0.019749206312805634,0.022348973212133694
M1,2026,5105,audio,late,0.15,724,4,0,206,181,337,3.5386740331491713,0.15222842374353296,0.15173924326471158,3.505524861878453,7,0.5704419889502762,0.5332540313848112,0.61673361260588,0.6192013369964842,-0.00017184233138567429,-0.009418522522749662
M1,2026,5105,audio,late,0.35,724,4,0,206,181,337,8.296961325966851,0.35172894635040997,0.3515275190944247,2.99585635359116,12,0.585635359116022,0.5458936020333635,0.6098431015788521,0.6277178448500003,-0.007062353358413542,0.0032210481258025947
M1,2026,5105,audio,late,0.55,724,4,0,206,181,337,12.98342541436464,0.5501317103615276,0.5501892610060948,1.8439226519337018,202,0.5911602209944752,0.5515350461610058,0.6097657341324823,0.6331166457510795,-0.007139720804783423,0.008862492253444931
M1,2026,5105,vision,early,0.15,695,33,15,201,174,320,3.5179856115107913,0.1566656810596088,0.15162910284899678,3.4532374100719423,9,0.5654676258992806,0.5291545074220819,0.6234919156101968,0.615320859932688,0.002335556805562633,-0.010836042158259396
M1,2026,5105,vision,early,0.35,696,32,15,200,174,322,8.198275862068966,0.3552852473272801,0.3514217322550645,2.961206896551724,24,0.5747126436781609,0.5349129297140047,0.6210940946535818,0.6162102083976313,0.0008516653772743243,-0.0065321900200350225
M1,2026,5105,vision,early,0.55,691,37,15,199,172,320,12.881331403762664,0.5523413984412173,0.5496021750273932,1.6772793053545587,266,0.5600578871201157,0.5146377202325314,0.6298701446584268,0.6124113223905084,0.009182821953865994,-0.029615513454423037
M1,2026,5105,vision,middle,0.15,695,33,15,199,174,322,3.5064748201438847,0.15537771057694144,0.15107957931924487,3.646043165467626,10,0.5726618705035971,0.5353918904196713,0.62448895860919,0.6138497751585076,0.003452039365288151,-0.006920968417979179
M1,2026,5105,vision,middle,0.35,700,28,15,202,174,324,8.14,0.3538085180392931,0.35117329220756244,3.6585714285714284,8,0.5642857142857143,0.5214643886279582,0.6303709920389312,0.6105427721830138,0.009136341639927492,-0.019593119625155864
M1,2026,5105,vision,middle,0.55,698,30,15,202,174,322,12.693409742120345,0.5480211997191279,0.5503155263821218,3.6074498567335245,11,0.5601719197707736,0.5134595960147129,0.6357004851273615,0.6114608204537889,0.012828181841995079,-0.02700852528836184
M1,2026,5105,vision,late,0.15,692,36,15,199,173,320,3.491329479768786,0.15489408185427428,0.1516506529271782,3.4826589595375723,7,0.5736994219653179,0.5371428783395553,0.6210900109713478,0.6144638876052851,0.0003998083616957304,-0.0037169446112048643
M1,2026,5105,vision,late,0.35,699,29,15,200,175,324,8.078683834048642,0.3507908971358331,0.351272858380252,2.9799713876967098,18,0.5736766809728183,0.534333264723265,0.6180985034450099,0.620112564883652,-0.003423643811407362,-0.007024793828282361
M1,2026,5105,vision,late,0.55,699,29,15,200,175,324,12.663805436337626,0.5482329066134183,0.5502762229921914,1.8640915593705294,194,0.5608011444921316,0.5176046465561333,0.6299989115185662,0.6082362868422263,0.008021939338020978,-0.02279169697781669
M1,2026,5105,text+audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.479944674965422,6,0.5629322268326418,0.5286034577168954,0.6319596904689345,0.6012347416464537,0.01420097764102246,-0.012985300261508681
M1,2026,5105,text+audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.876901798063624,22,0.5504840940525588,0.5155832978960371,0.6609162217724868,0.5361009547012043,0.04315750894457471,-0.026005460082367038
M1,2026,5105,text+audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.698191933240612,277,0.5257301808066759,0.4865903736944148,0.680961386654241,0.5071622480489687,0.06332913445249222,-0.057056103285395454
M1,2026,5105,text+audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.15126506757661753,0.1512650675766175,3.6274238227146816,9,0.5595567867036011,0.5239194562011029,0.6306197767731556,0.5862532399436415,0.012090637351172218,-0.017388169581275426
M1,2026,5105,text+audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.655124653739612,4,0.5678670360110804,0.5336104666644547,0.6367682095338433,0.585533717176481,0.01823907011185988,-0.00769715911792368
M1,2026,5105,text+audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.64404432132964,10,0.5318559556786704,0.4960233524534066,0.6711606526762824,0.5008262788154452,0.052631513254299045,-0.045284273328971725
M1,2026,5105,text+audio,late,0.15,724,4,0,206,181,337,3.542817679558011,0.15198383350412228,0.15173924326471158,3.5621546961325965,7,0.5566298342541437,0.5215602255508359,0.6279088191029446,0.5910582607221152,0.01100336416567893,-0.02111232835672494
M1,2026,5105,text+audio,late,0.35,724,4,0,206,181,337,8.308011049723756,0.3516282327224173,0.3515275190944247,2.9751381215469612,12,0.5207182320441989,0.49155580175559144,0.6570576342306413,0.5434062749185493,0.04015217929337567,-0.051116752151969425
M1,2026,5105,text+audio,late,0.55,724,4,0,206,181,337,13.000690607734807,0.5501604856838112,0.5501892610060948,1.8535911602209945,202,0.4958563535911602,0.46651987296940145,0.6853794491546259,0.46835350182751967,0.06847399421736022,-0.07615268093815941
M1,2026,5105,text+vision,early,0.15,695,33,15,201,174,320,3.533093525179856,0.15349845548592433,0.15162910284899678,3.4244604316546763,9,0.5410071942446043,0.505652854844371,0.6410301973065027,0.5867135443524546,0.019873838501868524,-0.03433769473597037
M1,2026,5105,text+vision,early,0.35,696,32,15,200,174,322,8.272988505747126,0.3535845440695137,0.3514217322550645,2.8951149425287355,24,0.5244252873563219,0.4898075777447524,0.6753139933678268,0.5292577608307409,0.055071564091519365,-0.05163754198928733
M1,2026,5105,text+vision,early,0.55,691,37,15,199,172,320,13.016642547033285,0.5508998144206689,0.5496021750273932,1.7004341534008682,266,0.5094066570188133,0.46749134508791157,0.700068243311559,0.47697962605249133,0.0793809206069982,-0.07676188859904287
M1,2026,5105,text+vision,middle,0.15,695,33,15,199,174,322,3.5323741007194243,0.15248779843534532,0.15107957931924487,3.633093525179856,10,0.5611510791366906,0.5258718656681605,0.6364782864026887,0.5910407607390131,0.015441367158786856,-0.016440993169489992
M1,2026,5105,text+vision,middle,0.35,700,28,15,202,174,324,8.237142857142857,0.3518224698629594,0.35117329220756244,3.617142857142857,8,0.5471428571428572,0.5059053507091612,0.6565952488992896,0.5575770114785268,0.035360598500285834,-0.035152157543952844
M1,2026,5105,text+vision,middle,0.55,698,30,15,202,174,322,12.919770773638968,0.5512412171566896,0.5503155263821218,3.681948424068768,11,0.49140401146131807,0.44530266717304545,0.7186629050824909,0.45302326241502827,0.0957906017971244,-0.0951654541300293
M1,2026,5105,text+vision,late,0.15,692,36,15,199,173,320,3.531791907514451,0.15326758042631433,0.1516506529271782,3.505780346820809,7,0.5520231213872833,0.5145550202949009,0.6284980167327934,0.5995983063495107,0.0078078141231413545,-0.026304802655859327
M1,2026,5105,text+vision,late,0.35,699,29,15,200,175,324,8.240343347639485,0.3518201425083586,0.351272858380252,2.9628040057224605,18,0.5207439198855508,0.4829749103942652,0.6638139264394285,0.5338465776103685,0.04229177918301119,-0.05838314815728218
M1,2026,5105,text+vision,late,0.55,699,29,15,200,175,324,12.881974248927039,0.5495478178936085,0.5502762229921914,1.848354792560801,194,0.48783977110157367,0.4566822012202001,0.7074506341856778,0.44112164837742346,0.08547366200513251,-0.08371414231374985
M1,2026,5105,audio+vision,early,0.15,695,33,15,201,174,320,3.535971223021583,0.1536193977340366,0.15162910284899678,3.4431654676258994,9,0.5856115107913669,0.5502815384860797,0.616144674801998,0.6185946125636271,-0.005011684002636185,0.01029098890573843
M1,2026,5105,audio+vision,early,0.35,696,32,15,200,174,322,8.275862068965518,0.3537172902627314,0.3514217322550645,2.9152298850574714,24,0.5890804597701149,0.551824365808447,0.6126743623580055,0.626575499462369,-0.007568066918301919,0.010379246074407211
M1,2026,5105,audio+vision,early,0.55,691,37,15,199,172,320,13.02026049204052,0.5511481898176485,0.5496021750273932,1.6946454413892909,266,0.5875542691751086,0.5435175351473676,0.6075980391585188,0.6380367164892496,-0.013089283546041997,-0.000735698539586882
M1,2026,5105,audio+vision,middle,0.15,695,33,15,199,174,322,3.5323741007194243,0.15244181328631437,0.15107957931924487,3.6158273381294963,10,0.5827338129496403,0.5451820990044121,0.6182336819686478,0.6207564963136744,-0.0028032372752540002,0.0028692401667615997
M1,2026,5105,audio+vision,middle,0.35,700,28,15,202,174,324,8.257857142857143,0.35317233459517705,0.35117329220756244,3.6142857142857143,8,0.5785714285714286,0.5348122794609179,0.6112615969777108,0.6397370392951763,-0.009973053421292954,-0.006245228792196134
M1,2026,5105,audio+vision,middle,0.55,698,30,15,202,174,322,12.911174785100286,0.550273101834637,0.5503155263821218,3.6361031518624642,11,0.5888252148997135,0.5372024681409071,0.6104564552747759,0.6423036409120558,-0.012415848010590591,-0.0032656531621676477
M1,2026,5105,audio+vision,late,0.15,692,36,15,199,173,320,3.53757225433526,0.15361604813410978,0.1516506529271782,3.5,7,0.5765895953757225,0.5380247295430262,0.6152486951235746,0.6179511062858299,-0.005441507486077413,-0.002835093407734024
M1,2026,5105,audio+vision,late,0.35,699,29,15,200,175,324,8.23247496423462,0.35104156518290575,0.351272858380252,2.9785407725321886,18,0.5879828326180258,0.5496851953883992,0.6136130152086332,0.6261854886940712,-0.007909132047784095,0.008327136836851823
M1,2026,5105,audio+vision,late,0.55,699,29,15,200,175,324,12.881974248927039,0.5495199302813233,0.5502762229921914,1.8454935622317596,194,0.6051502145922747,0.5636059080775742,0.6067082036462464,0.6400884165618292,-0.015268768534298816,0.023209564543624217
M1,2026,5105,text+audio+vision,early,0.15,695,33,15,201,174,320,3.5443645083932855,0.15284792379124448,0.15162910284899678,3.479136690647482,9,0.5482014388489208,0.5119891662579794,0.6439971314917365,0.5846108478710204,0.022840772687102384,-0.028001383322361906
M1,2026,5105,text+audio+vision,early,0.35,696,32,15,200,174,322,8.299808429118775,0.35267909591085983,0.3514217322550645,2.9123563218390807,24,0.5488505747126436,0.5093401492002145,0.6654051897469265,0.5326622501694344,0.04516276047061907,-0.03210497053382522
M1,2026,5105,text+audio+vision,early,0.55,691,37,15,199,172,320,13.063675832127352,0.5505367103582336,0.5496021750273932,1.683068017366136,266,0.5455861070911722,0.5020867935011802,0.6775557268330054,0.5055274953791504,0.056868404128444516,-0.0421664401857742
M1,2026,5105,text+audio+vision,middle,0.15,695,33,15,199,174,322,3.543884892086331,0.15216077191517194,0.15107957931924487,3.579856115107914,10,0.5827338129496403,0.5439154293436825,0.6309975969491245,0.5925388317622996,0.009960677705222687,0.001602570506032075
M1,2026,5105,text+audio+vision,middle,0.35,700,28,15,202,174,324,8.28047619047619,0.35179195183607703,0.35117329220756244,3.6342857142857143,8,0.5557142857142857,0.5140081526954386,0.6510776462512357,0.5629663416671499,0.029842995852231935,-0.027049355557675403
M1,2026,5105,text+audio+vision,middle,0.55,698,30,15,202,174,322,12.96370582617001,0.5500279084648817,0.5503155263821218,3.650429799426934,11,0.5343839541547278,0.48576158300937144,0.6744764997573158,0.5231120961959361,0.05160419647194936,-0.05470653829370331
M1,2026,5105,text+audio+vision,late,0.15,692,36,15,199,173,320,3.5529865125240847,0.15321233302679757,0.1516506529271782,3.4696531791907512,7,0.5549132947976878,0.5166514827692903,0.6355720033836847,0.5897434914596498,0.014881800774032672,-0.02420834018146989
M1,2026,5105,text+audio+vision,late,0.35,699,29,15,200,175,324,8.2827849308536,0.35140260846068594,0.351272858380252,3.0028612303290414,18,0.5350500715307582,0.49115738793721575,0.6456447674523778,0.5832688782091252,0.024122620195960454,-0.050200670614331644
M1,2026,5105,text+audio+vision,late,0.55,699,29,15,200,175,324,12.957558416785885,0.5497965486710845,0.5502762229921914,1.849785407725322,194,0.5336194563662375,0.4943265668605178,0.6652098138828646,0.5007926887107882,0.043232841702319336,-0.04606977667343215
M1,2027,5101,text,early,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.5331491712707184,6,0.5497237569060773,0.5259807692380101,0.6431712762385772,0.5315953399795049,0.021988943795472893,-0.02876912600464232
M1,2027,5101,text,early,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.8853591160220993,22,0.5359116022099447,0.5059549099828414,0.6782340678021065,0.5023925900681191,0.05705173535900221,-0.04879498525981096
M1,2027,5101,text,early,0.55,720,8,0,205,179,336,13.079166666666667,0.5495421643079805,0.5495421643079805,1.6833333333333333,277,0.4875,0.43839059738463304,0.7398107470116682,0.40567866214367476,0.11795517934693234,-0.11597855823371317
M1,2027,5101,text,middle,0.15,723,5,0,206,181,336,3.5504840940525586,0.15125755480449682,0.15125755480449682,3.5933609958506225,9,0.5435684647302904,0.5174946605168704,0.6595439732816704,0.5203500282770552,0.03763312975235822,-0.03694342564575659
M1,2027,5101,text,middle,0.35,723,5,0,206,181,336,8.329183955739973,0.35132216296592456,0.35132216296592456,3.659751037344398,4,0.5311203319502075,0.500075198191244,0.6834501062273814,0.4982535386328849,0.06153926269806931,-0.054362887971383
M1,2027,5101,text,middle,0.55,723,5,0,206,181,336,13.034578146611342,0.5502586790711101,0.5502586790711101,3.680497925311203,10,0.5117565698478561,0.47497459239896134,0.7359680092557337,0.40807406431351784,0.11405716572642155,-0.07946349376366568
M1,2027,5101,text,late,0.15,724,4,0,206,181,337,3.546961325966851,0.15173924326471158,0.15173924326471158,3.546961325966851,6,0.5497237569060773,0.5222987934852341,0.6539569152158927,0.5249962117681392,0.03277458277278844,-0.03245110175741828
M1,2027,5101,text,late,0.35,724,4,0,206,181,337,8.319060773480663,0.3515275190944247,0.3515275190944247,2.9917127071823204,11,0.5345303867403315,0.4997071702244116,0.6816771863985457,0.4821581454162123,0.06049485395544141,-0.05504272501824081
M1,2027,5101,text,late,0.55,724,4,0,206,181,337,13.017955801104973,0.5501892610060948,0.5501892610060948,1.830110497237569,201,0.5027624309392266,0.46566099264609995,0.7391968203183695,0.39508620460745053,0.11801448787526525,-0.08908890259655244
M1,2027,5101,audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.4398340248962658,6,0.5809128630705395,0.5582549126634642,0.6171084957746055,0.5778995750539757,-0.004933010019042561,0.0044572656556686185
M1,2027,5101,audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.9156293222683263,22,0.5767634854771784,0.5576559063499559,0.6159758154575921,0.571846213901819,-0.006065690336055973,0.0038582593421603306
M1,2027,5101,audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.7023643949930458,277,0.5744089012517385,0.5587984562378249,0.6138343258096379,0.5747499647286918,-0.008886131378970985,0.005401722108399509
M1,2027,5101,audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.1512650675766175,0.1512650675766175,3.6315789473684212,9,0.5775623268698061,0.5564190193038424,0.6172099834581491,0.5800299545392318,-0.005562232430621816,0.002933181376072236
M1,2027,5101,audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.660664819944598,4,0.5678670360110804,0.5464114239119416,0.6163450393031178,0.5835738016429682,-0.0064271765856531715,-0.007074414015828534
M1,2027,5101,audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.662049861495845,10,0.5775623268698061,0.5627089438522721,0.6091508910348871,0.6000145909657361,-0.013621324853883898,0.009223105924501929
M1,2027,5101,audio,late,0.15,724,4,0,206,181,337,3.5386740331491713,0.15222842374353296,0.15173924326471158,3.505524861878453,7,0.5704419889502762,0.5497385552826706,0.6228198151809076,0.5724150720651303,0.0016374827378032863,-0.00501133995998182
M1,2027,5101,audio,late,0.35,724,4,0,206,181,337,8.296961325966851,0.35172894635040997,0.3515275190944247,2.99585635359116,12,0.5676795580110497,0.5497904866200348,0.614751141189047,0.5852013757550707,-0.0064311912540573335,-0.004959408622617567
M1,2027,5101,audio,late,0.55,724,4,0,206,181,337,12.98342541436464,0.5501317103615276,0.5501892610060948,1.8439226519337018,202,0.5787292817679558,0.5646748269968503,0.6096671582791358,0.5931582409911667,-0.011515174163968522,0.009924931754197952
M1,2027,5101,vision,early,0.15,695,33,15,201,174,320,3.515107913669065,0.1556256739044937,0.15162910284899678,3.4532374100719423,9,0.5784172661870504,0.5559210075002651,0.6199476489703433,0.5780567109786668,-0.0016671439726575477,0.00020988001316113447
M1,2027,5101,vision,early,0.35,696,32,15,200,174,322,8.193965517241379,0.35492286296002323,0.3514217322550645,2.961206896551724,24,0.5790229885057471,0.5559305380143189,0.6163829848726933,0.5801524020706714,-0.004703103939349695,-0.0013324182713224664
M1,2027,5101,vision,early,0.55,691,37,15,199,172,320,12.876989869753979,0.5522874634042524,0.5496021750273932,1.6772793053545587,266,0.5745296671490593,0.5488207867878944,0.6203901608152431,0.5686525673584543,-0.0018163631561005644,-0.008732516631837939
M1,2027,5101,vision,middle,0.15,695,33,15,199,174,322,3.5064748201438847,0.15461032567237445,0.15107957931924487,3.646043165467626,10,0.576978417266187,0.5535203854688027,0.6208779118043913,0.5774009810595342,-0.0009001080080759394,-0.004647155169303252
M1,2027,5101,vision,middle,0.35,700,28,15,202,174,324,8.11,0.3520234132096154,0.35117329220756244,3.6585714285714284,8,0.5642857142857143,0.5401077606593021,0.6222154206676143,0.5785635425994707,-0.000561525970697363,-0.016693885753128912
M1,2027,5101,vision,middle,0.55,698,30,15,202,174,322,12.727793696275072,0.5494843643269917,0.5503155263821218,3.6074498567335245,11,0.5558739255014327,0.5293009585473218,0.6238928508750006,0.5730567900424756,0.0004562710579965046,-0.026858511197943802
M1,2027,5101,vision,late,0.15,692,36,15,199,173,320,3.4927745664739884,0.15513343240949812,0.1516506529271782,3.4826589595375723,7,0.5780346820809249,0.554923117226193,0.6202125023684405,0.5749357394380065,-0.003136236199064779,-0.0017741581453711852
M1,2027,5101,vision,late,0.35,699,29,15,200,175,324,8.090128755364807,0.35176745422357486,0.351272858380252,2.9799713876967098,18,0.5636623748211731,0.5406053582834454,0.6198191473071326,0.5794615712005482,-0.0024608252343530923,-0.016600473592920495
M1,2027,5101,vision,late,0.55,699,29,15,200,175,324,12.65236051502146,0.5484280677684874,0.5502762229921914,1.8640915593705294,194,0.5593705293276109,0.5346207994630516,0.619935963457405,0.5736600446757921,-0.0023473605875975467,-0.021576594198392307
M1,2027,5101,text+audio,early,0.15,723,5,0,206,180,337,3.5421853388658366,0.15174741188149082,0.15174741188149082,3.479944674965422,6,0.5560165975103735,0.5325052424067704,0.6400157287613815,0.5450561293901428,0.017974222967733433,-0.021292404601025106
M1,2027,5101,text+audio,early,0.35,723,5,0,206,180,337,8.307053941908714,0.3515238688211574,0.3515238688211574,2.876901798063624,22,0.5283540802213001,0.49284374726541225,0.6670538557804142,0.5104568433251846,0.045012349986766176,-0.0609538997423833
M1,2027,5101,text+audio,early,0.55,719,9,0,205,178,336,13.061196105702365,0.5495531177122104,0.5495531177122104,1.698191933240612,277,0.5104311543810849,0.4622358902592826,0.7291484012971833,0.4148722851049889,0.10642794410857437,-0.09116084387014278
M1,2027,5101,text+audio,middle,0.15,722,6,0,206,180,336,3.5457063711911356,0.15126506757661753,0.1512650675766175,3.6274238227146816,9,0.5595567867036011,0.533938527963982,0.6367482244762027,0.5533469876471899,0.013976008587431754,-0.019547309963788173
M1,2027,5101,text+audio,middle,0.35,722,6,0,206,180,336,8.317174515235457,0.35131822321010636,0.35131822321010636,3.655124653739612,4,0.5595567867036011,0.5278676037365213,0.6883478589830636,0.4854860363201556,0.06557564309429265,-0.025618234191248868
M1,2027,5101,text+audio,middle,0.55,722,6,0,206,180,336,13.016620498614959,0.5502705793652991,0.5502705793652991,3.64404432132964,10,0.5069252077562327,0.46445622665704156,0.7289409422395632,0.4224114662984713,0.10616872635079222,-0.08902961127072861
M1,2027,5101,text+audio,late,0.15,724,4,0,206,181,337,3.542817679558011,0.15198383350412228,0.15173924326471158,3.5621546961325965,7,0.569060773480663,0.547225440310148,0.6386329626139685,0.5444749486373639,0.017450630170864234,-0.007524454932504421
